EPISODE,TOTAL FRAMES,FRAME,STATE,EPSILON,ACTION,REWARD,Q_MAX,MEAN REWARD,Last Batch Loss Mean
277,6383,54,explore,0.8754399999999523,0,53.0,[[28.79468  28.605154]],20.49,0.3479475490469486
278,6400,17,explore,0.8739099999999517,1,17.0,[[28.579975 28.150341]],20.93,0.12193605072796344
278,6404,21,explore,0.8735499999999515,1,20.0,[[27.878471 27.745808]],20.93,0.13963124688714743
279,6426,22,explore,0.8715699999999508,1,21.0,[[29.103937 28.909212]],21.03,0.1356323018670082
280,6462,36,explore,0.8683299999999495,0,35.0,[[29.474865 29.325655]],20.97,0.2926874378975481
281,6490,28,explore,0.8658099999999486,1,27.0,[[28.002195 27.504726]],21.15,0.16331886256113648
282,6502,12,explore,0.8647299999999482,0,11.0,[[29.187912 28.774635]],21.25,0.11049818128347397
283,6516,14,explore,0.8634699999999477,1,13.0,-1,21.14,0.09189117288216948
284,6526,10,explore,0.8625699999999473,1,9.0,[[31.184088 30.945768]],21.17,0.09614566445350647
285,6559,33,explore,0.8595999999999462,1,32.0,[[30.882229 30.793941]],21.13,0.25622822290286423
286,6600,41,explore,0.8559099999999448,1,41.0,[[31.56903 31.09779]],21.17,0.26185433733277025
286,6607,48,explore,0.8552799999999445,1,47.0,[[31.56903 31.09779]],21.17,0.3414586244802922
287,6620,13,explore,0.8541099999999441,1,12.0,[[31.225904 30.976358]],21.24,0.06063423945102841
288,6638,18,explore,0.8524899999999435,1,17.0,[[31.51216  31.332218]],21.21,0.15981672200839966
289,6650,12,explore,0.851409999999943,1,11.0,[[31.56172 31.30216]],21.26,0.0699550460651517
290,6671,21,explore,0.8495199999999423,1,20.0,[[31.784872 31.102781]],21.19,0.11954795718193054
291,6686,15,explore,0.8481699999999418,1,14.0,[[32.3897  32.22005]],21.19,0.11350114922970533
292,6712,26,explore,0.8458299999999409,0,25.0,[[33.398884 33.674305]],21.23,0.18565998797304928
293,6727,15,explore,0.8444799999999404,1,14.0,[[34.163826 34.055527]],21.29,0.10257208681665361
294,6751,24,explore,0.8423199999999396,0,23.0,[[32.53542  32.349304]],21.24,0.18238811038434505
295,6780,29,explore,0.8397099999999386,1,28.0,[[32.351585 32.397923]],21.24,0.14915516095235945
296,6798,18,explore,0.8380899999999379,0,17.0,[[34.148804 34.10939 ]],21.35,0.12591105071362108
297,6800,2,explore,0.8379099999999379,1,2.0,-1,21.37,0.011043810844421386
297,6839,41,explore,0.8343999999999365,1,40.0,[[34.568314 34.71484 ]],21.37,0.35539358033332974
