#Episode,#Frame,#Epsode Timesteps,Total episode score,Last Mean Batch Loss
416,9029,14,13.0,0.011647785
417,9059,30,29.0,0.008368901
418,9085,26,25.0,0.014068173
419,9112,27,26.0,0.011066297
420,9133,21,20.0,0.017490258
421,9145,12,11.0,0.009748153
422,9166,21,20.0,0.008300011
423,9181,15,14.0,0.009320034
424,9206,25,24.0,0.009209921
425,9248,42,41.0,0.008246069
426,9257,9,8.0,0.0100003425
427,9278,21,20.0,0.006322539
428,9307,29,28.0,0.011330088
429,9338,31,30.0,0.03219842
430,9357,19,18.0,0.026704645
431,9373,16,15.0,0.0114286635
432,9387,14,13.0,0.046189513
433,9413,26,25.0,0.0111575825
434,9457,44,43.0,0.007878031
435,9482,25,24.0,0.016784456
436,9521,39,38.0,0.019404292
437,9540,19,18.0,0.0094509395
438,9556,16,15.0,0.011955491
439,9573,17,16.0,0.0013674506
440,9596,23,22.0,0.015327003
441,9610,14,13.0,0.009854143
442,9632,22,21.0,0.011373628
443,9654,22,21.0,0.0014293669
444,9672,18,17.0,0.032383904
445,9692,20,19.0,0.00832698
446,9704,12,11.0,0.0009832536
447,9718,14,13.0,0.014016045
448,9736,18,17.0,0.01111925
449,9752,16,15.0,0.019512534
450,9783,31,30.0,0.030190315
451,9817,34,33.0,0.009159903
452,9836,19,18.0,0.008160306
453,9852,16,15.0,0.027315862
454,9900,48,47.0,0.0016840484
455,9917,17,16.0,0.017816719
456,9943,26,25.0,0.018706352
457,9963,20,19.0,0.0063092294
458,9982,19,18.0,0.02326938
459,9998,16,15.0,0.024593249
460,10026,28,27.0,0.036303606
461,10035,9,8.0,0.029987397
462,10052,17,16.0,0.060303368
463,10079,27,26.0,0.007178765
464,10096,17,16.0,0.026791044
465,10114,18,17.0,0.046239253
466,10126,12,11.0,0.02298586
467,10171,45,44.0,0.024599152
468,10186,15,14.0,0.022643216
469,10201,15,14.0,0.0013568663
470,10217,16,15.0,0.0009421289
471,10238,21,20.0,0.04357513
472,10253,15,14.0,0.024670249
473,10286,33,32.0,0.023240123
474,10308,22,21.0,0.06669422
475,10367,59,58.0,0.042168513
476,10404,37,36.0,0.022732632
477,10426,22,21.0,0.02175296
478,10442,16,15.0,0.000466223
479,10478,36,35.0,0.001314302
480,10495,17,16.0,0.06658615
481,10520,25,24.0,0.0007154272
482,10575,55,54.0,0.080510356
483,10598,23,22.0,0.0012581642
484,10633,35,34.0,0.03865006
485,10657,24,23.0,0.067323364
486,10668,11,10.0,0.04148917
487,10686,18,17.0,0.023401748
488,10705,19,18.0,0.042620752
489,10750,45,44.0,0.045170438
490,10775,25,24.0,0.020956304
491,10792,17,16.0,0.001206217
492,10823,31,30.0,0.0352531
493,10857,34,33.0,0.022025079
494,10869,12,11.0,0.051238634
495,10897,28,27.0,0.08743305
496,10922,25,24.0,0.0012145303
497,10937,15,14.0,0.023778321
498,10961,24,23.0,0.0012266224
499,11011,50,49.0,0.022918932
500,11027,16,15.0,0.041295648
501,11045,18,17.0,0.10985489
502,11064,19,18.0,0.0010973939
503,11079,15,14.0,0.023168586
504,11102,23,22.0,0.022033123
505,11127,25,24.0,0.037913553
506,11153,26,25.0,0.04677908
507,11176,23,22.0,0.0437521
508,11204,28,27.0,0.024141692
509,11217,13,12.0,0.06719119
510,11240,23,22.0,0.06219984
511,11269,29,28.0,0.044558406
512,11287,18,17.0,0.049014483
513,11310,23,22.0,0.00064503925
514,11366,56,55.0,0.04359046
515,11393,27,26.0,0.025615333
516,11433,40,39.0,0.078690216
517,11463,30,29.0,0.0014948654
518,11485,22,21.0,0.06343667
519,11506,21,20.0,0.046999533
520,11535,29,28.0,0.026686741
521,11628,93,92.0,0.00097588706
522,11680,52,51.0,0.0033989432
523,11701,21,20.0,0.051002305
524,11741,40,39.0,0.03220429
525,11752,11,10.0,0.029291507
526,11775,23,22.0,0.058692694
527,11804,29,28.0,0.0024751704
528,11836,32,31.0,0.034065314
529,11878,42,41.0,0.039220896
530,11917,39,38.0,0.042369254
531,11940,23,22.0,0.08527156
532,11971,31,30.0,0.004135167
533,12018,47,46.0,0.04635218
